"Name","rivals","attacker","attacker_is_nato","victim","victim_is_nato","3rdpartyinitiator","interactionstartdate","interactionenddate","Year","duration_days","period_2016","method","targettype","cyber_objective","information_operation","objective_achievement","Concession","severity","damage type","Crit Inf","Supply Ch","Ransomware","Sources1","Sources2","Sources3","Sources4","Sources5","Political Objective","Justice","Cert","FBI"
"Stuxnet_A","Iran-US","United States of America","Yes","Iran","No","Yes",2009-06-01,2010-10-01,2009,487,"Before July 2016","Network Infiltration (Worms)","Government military","Degrade","No","Yes","Yes",6,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","Yes","No","https://www.symantec.com/connect/blogs/updated-w32stuxnet-dossier-available","https://www.csoonline.com/article/3218104/malware/what-is-stuxnet-who-created-it-and-how-does-it-work.html",NA,NA,NA,"Publically available sources claim that Spohisticated worm that infiltrated Iran's nuclear facilities and caused centrifuge damage, coercive measure to discourage Iranian nuclear program",NA,NA,NA
"Flame_A","Iran-US","United States of America","Yes","Iran","No","Yes",2009-06-01,2012-12-02,2009,1280,"Before July 2016","Network Infiltration (Viruses)","Government military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","Yes","No","https://www.wired.com/2012/05/flame/","https://www.washingtonpost.com/blogs/blogpost/post/flame-faq-all-you-need-to-know-about-the-virus/2012/06/20/gJQAAlrTqV_blog.html","https://www.npr.org/2012/06/02/154188937/flame-sheds-light-on-politics-of-cyberwarfare",NA,NA,"Publically available sources claim that To steal and collect key information of the Iranian networks and systems that have been infected.",NA,NA,NA
"Twitter Hack","Iran-US","Iran","No","United States of America","Yes","No",2009-12-18,2009-12-18,2009,0,"Before July 2016","Vandalism (website defacements, propaganda)","Private/non-state","Disruption","Yes","No","No",2,"Direct and immediate","Other (Election Infrastructure, Academia)","No","No","https://techcrunch.com/2009/12/17/twitter-reportedly-hacked-by-iranian-cyber-army/","https://www.businessinsider.com/twitter-hacked-by-iranian-cyber-army-2009-12",NA,NA,NA,"Defacement of many Iranian anti-regime Twitter accounts to limit coordinated protest action",NA,NA,NA
"Iran network infiltration","Iran-US","United States of America","Yes","Iran","No","No",2010-03-14,2010-03-14,2010,0,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","http://www.cnn.com/2010/WORLD/meast/03/13/iran.cyber.arrests/index.html, https://www.washingtonpost.com/world/national-security/an-american-is-caught-in-irans-spy-game/2012/01/23/gIQAw8Z3LQ_story.html?noredirect=on&utm_term=.aa9740e4a90e",NA,NA,NA,NA,"Publically available sources claim that  Test of vulnerabilities of Iranian secure networks, precursor to Stuxnet",NA,NA,NA
"Comodo Hack","Iran-US","Iran","No","United States of America","Yes","No",2011-03-25,2011-03-27,2011,2,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","Yes","No","No",1,"Direct and immediate","Information Technology Sector","Yes","No","https://www.cnet.com/news/comodo-hack-may-reshape-browser-security/","https://www.wired.com/2011/03/comodo-hack/",NA,NA,NA,"Iranian state attack on US security company Comodo to trick employees and access sensistive information",NA,NA,NA
"Operation Newscaster","Iran-US","Iran","No","United States of America","Yes","No",2011-04-15,2013-05-26,2011,772,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","Yes","Yes",2,"Direct and delayed","Commercial Facilities Sector","No","No","https://www.reuters.com/article/iran-hackers-idUSL1N0OE2CU20140529","https://securityaffairs.co/wordpress/25355/hacking/iranian-hackers-social-media.html",NA,NA,NA,"Theft of information from various news outlets through social media",NA,NA,NA
"Duqu_A","Iran-US","United States of America","Yes","Iran","No","Yes",2011-09-11,2011-12-01,2011,81,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Nuclear Reactors, Materials, and Waste Sector","No","No","https://www.symantec.com/content/dam/symantec/docs/security-center/white-papers/w32-duqu-11-en.pdf, https://www.mcafee.com/enterprise/en-us/threat-center/duqu.html","https://www.f-secure.com/v-descs/backdoor_w32_duqu.shtml",NA,NA,NA,"Publically available sources claim that Malware to  gain remote access capabilities. To copy the uranium enriching plant so that the US could map the entire centrifuge set up.",NA,NA,NA
"Operation Ababil","Iran-US","Iran","No","United States of America","Yes","No",2012-12-28,2013-01-02,2012,5,"Before July 2016","DDoS, Botnets","Private/non-state","Disruption","Yes","No","No",2,"Direct and immediate","Financial Services Sector","No","No","https://www.nytimes.com/2013/01/09/technology/online-banking-attacks-were-work-of-iran-us-officials-say.html","https://www.tomsguide.com/us/bank-attack-indictments","news-22467.html",NA,NA,"DDoS campaign to flood the networks of several US banks",NA,NA,NA
"Iranian Attacks against Universities US Pre17","Iran-US","Iran","No","United States of America","Yes","No",2013-01-01,2017-12-01,2013,1795,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",4,"Indirect and delayed","Other (Election Infrastructure, Academia)","No","No","https://carnegieendowment.org/specialprojects/protectingfinancialstability/timeline#click-hide","https://www.fbi.gov/wanted/cyber/iranian-mabna-hackers",NA,NA,NA,"Hacking group posing as the Mabna Institute, password spraying","https://www.justice.gov/opa/pr/nine-iranians-charged-conducting-massive-cyber-theft-campaign-behalf-islamic-revolutionary",NA,"https://www.fbi.gov/wanted/cyber/iranian-mabna-hackers"
"Bowman Ave Dam","Iran-US","Iran","No","United States of America","Yes","No",2013-08-28,2013-09-18,2013,21,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Disruption","No","Yes","No",3,"Direct and delayed","Dams Sector","Yes","No","https://www.nytimes.com/2016/03/26/nyregion/rye-brook-dam-caught-in-computer-hacking-case.html",NA,NA,NA,NA,"Remote breach of SCADA system of NY dam, signaling capability operation",NA,NA,NA
"NMCI hack","Iran-US","Iran","No","United States of America","Yes","No",2013-09-23,2013-09-25,2013,2,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Short-term espionage","No","Yes","No",1,"Direct and delayed","Government Facilities Sector","No","No","https://arstechnica.com/information-technology/2014/02/iranians-hacked-navy-network-for-4-months-not-a-surprise/","https://www.wsj.com/articles/us-says-iran-hacked-navy-computers-1380314771",NA,NA,NA,"Navy and Marine Corps unclassified intranet briefly breached",NA,NA,NA
"Saffron Rose","Iran-US","Iran","No","United States of America","Yes","No",2013-10-23,2014-03-15,2013,143,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Short-term espionage","No","No","No",1,"Direct and delayed","Defense Industrial Base Sector","Yes","No","https://www.fireeye.com/content/dam/fireeye-www/global/en/current-threats/pdfs/rpt-operation-saffron-rose.pdf","https://securityaffairs.co/wordpress/24923/cyber-crime/ajax-security-team-iran.html",NA,NA,NA,"Information theft campaign on US Aerospace industry",NA,NA,NA
"Univeristy hacks","Iran-US","Iran","No","United States of America","Yes","No",2013-12-20,2018-03-25,2013,1556,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.justice.gov/usao-sdny/pr/nine-iranians-charged-conducting-massive-cyber-theft-campaign-behalf-islamic","https://www.wired.com/story/iran-cyberattacks-us-universities-indictment/",NA,NA,NA,"Iran targets 144 US universities to steal technology and research",NA,NA,NA
"Las Vegas Sands Hack","Iran-US","Iran","No","United States of America","Yes","No",2014-02-10,2014-02-12,2014,2,"Before July 2016","Network Infiltration (Logic bombs)","Private/non-state","Disruption","No","Yes","No",2,"Direct and immediate","Commercial Facilities Sector","No","No","https://www.bloomberg.com/news/articles/2014-12-11/iranian-hackers-hit-sheldon-adelsons-sands-casino-in-las-vegas","https://www.theverge.com/2014/12/11/7376249/iran-hacked-sands-hotel-in-february-cyberwar-adelson-israel",NA,NA,NA,"Wiper malware hits Las Vegas Sands compnay for Sheldon Adelsons comments about using nuclear weapons on Iran",NA,NA,NA
"Prince of Persia_A","Iran-US","Iran","No","United States of America","Yes","No",2015-05-04,2016-04-30,2015,362,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","Yes","No","https://unit42.paloaltonetworks.com/prince-of-persia-infy-malware-active-in-decade-of-targeted-attacks/, https://www.cybersecurity-insiders.com/fireeye-discloses-cyber-attack-incident-details-on-triconex-ist/",NA,NA,NA,NA,"Spyware infects unamed US govt entity, infrastructure",NA,NA,NA
"ProjectSauron_C","Iran-US","United States of America","Yes","Iran","No","No",2015-09-02,2016-08-09,2015,342,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","No","No","https://arstechnica.com/information-technology/2016/08/researchers-crack-open-unusually-advanced-malware-that-hid-for-5-years/","https://www.bbc.com/news/technology-37021957",NA,NA,NA,"Publically available sources claim that APT targets and steals information from military networks",NA,NA,NA
"State Dept phishing","Iran-US","Iran","No","United States of America","Yes","No",2015-11-05,2015-11-24,2015,19,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",2,"Direct and delayed","Government Facilities Sector","No","No","https://arstechnica.com/information-technology/2015/11/iranian-military-spear-phish-of-state-department-employees-detected-first-by-facebook/","https://www.nytimes.com/2015/11/25/world/middleeast/iran-hackers-cyberespionage-state-department-social-media.html",NA,NA,NA,"Iranian hackers target social media accounts of State Dept officials to steal credentials",NA,NA,NA
"OilRig A","Iran-US","Iran","No","United States of America","Yes","No",2015-12-01,2017-02-15,2015,442,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and delayed","Information Technology Sector","Yes","No","https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html","https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a",NA,NA,NA,"OilRig espionage camaping targets intellectual property of several tech companies",NA,NA,NA
"OilRig B","Iran-US","Iran","No","United States of America","Yes","No",2015-12-01,2017-02-15,2015,442,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",3,"Direct and delayed","Government Facilities Sector","Yes","No","https://securityaffairs.co/wordpress/52027/hacking/oilrig-campaign-iran-hackers.html","https://www.forbes.com/sites/thomasbrewster/2017/02/15/oilrig-iran-hackers-cyberespionage-us-turkey-saudi-arabia/#73c3809e468a",NA,NA,NA,"OilRig espionage camaping targets multiple US officials",NA,NA,NA
"Aviation Industry Hack","Iran-US","Iran","No","United States of America","Yes","No",2016-06-01,2017-09-20,2016,476,"Before July 2016","Network Intrusion (Trojans, Backdoors)","Private/non-state","Long-term espionage","No","Yes","No",3,"Direct and immediate","Defense Industrial Base Sector","No","No","https://www.fireeye.com/blog/threat-research/2017/09/apt33-insights-into-iranian-cyber-espionage.html",NA,NA,NA,NA,"Iranian attacks against U.S. aerospace sector & Saudi Arabia business conglomerate.",NA,NA,NA
"Iran ChunkyTuna Attacks","Iran-US","Iran","No","United States of America","Yes","No",2017-01-01,2020-07-15,2017,1291,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Long-term espionage","No","Yes","No",4,"Direct and delayed","Government Facilities Sector","No","No","https://www.crowdstrike.com/blog/who-is-pioneer-kitten/",NA,NA,NA,NA,"technology, government, defense, and healthcare organizations.",NA,"https://us-cert.cisa.gov/ncas/alerts/aa20-259a",NA
"Iranian Attacks against Universities US 2018","Iran-US","Iran","No","United States of America","Yes","No",2018-08-01,2018-08-24,2018,23,"After July 2016","Network Infiltration (Keystroke logging)","Private/non-state","Short-term espionage","No","Yes","No",3,"Indirect and delayed","Other (Election Infrastructure, Academia)","No","No","https://www.cyberscoop.com/cobalt-dickens-iran-universities-hacking-secureworks/",NA,NA,NA,NA,"Colbat Dickens spoofed websites from universities; US, UK, AUS, CAN,Hong Kong, Switzerland",NA,NA,NA
"Iran Sanctions Retribution","Iran-US","Iran","No","United States of America","Yes","No",2018-10-01,2018-12-01,2018,61,"After July 2016","Network Intrusion (Trojans, Backdoors)","Government non-military","Short-term espionage","No","Yes","No",3,"Direct and immediate","Nuclear Reactors, Materials, and Waste Sector","No","No","https://blog.certfa.com/posts/the-return-of-the-charming-kitten/","https://www.cbsnews.com/news/iran-hacking-charming-kitten-targets-us-nuclear-officials-cybersecurity-certfa-2018-12-13/",NA,NA,NA,"Attacks against enforcers of the nuclear deal and D.C. think tanks",NA,NA,NA
"Iran Shipping Traffic Database","Iran-US","United States of America","Yes","Iran","No","No",2019-06-20,2019-06-28,2019,8,"After July 2016","Network Infiltration (Worms)","Government military","Degrade","No","Yes","Yes",5,"Direct and immediate","Transportation Systems Sector","Yes","No","https://www.dw.com/en/us-hits-iran-with-cyberattack-reports/a-49316935","https://www.washingtonpost.com/national-security/us-military-carried-out-secret-cyber-strike-on-iran-to-prevent-it-from-interfering-with-shipping/2019/08/28/36202a4e-c9db-11e9-a1fe-ca46e8d573c0_story.html",NA,NA,NA,"Publically available sources claim that U.S. Cyberattack Hurt Iran’s Ability to Target Oil Tankers by targeting a critical shipping database and wiping it.",NA,NA,NA
